'sample interval','V5','V2'
17513,-0.190,-0.120
17514,-0.190,-0.125
17515,-0.190,-0.120
17516,-0.180,-0.130
17517,-0.180,-0.135
17518,-0.195,-0.140
17519,-0.200,-0.150
17520,-0.195,-0.155
17521,-0.190,-0.155
17522,-0.205,-0.155
17523,-0.210,-0.165
17524,-0.230,-0.160
17525,-0.220,-0.150
17526,-0.200,-0.155
17527,-0.195,-0.155
17528,-0.200,-0.155
17529,-0.205,-0.160
17530,-0.220,-0.180
17531,-0.210,-0.150
17532,-0.205,-0.150
17533,-0.210,-0.155
17534,-0.220,-0.160
17535,-0.240,-0.165
17536,-0.230,-0.160
17537,-0.220,-0.150
17538,-0.210,-0.150
17539,-0.205,-0.170
17540,-0.205,-0.165
17541,-0.210,-0.170
17542,-0.215,-0.155
17543,-0.210,-0.145
17544,-0.215,-0.150
17545,-0.200,-0.155
17546,-0.200,-0.165
17547,-0.215,-0.180
17548,-0.210,-0.180
17549,-0.210,-0.155
17550,-0.210,-0.160
17551,-0.205,-0.160
17552,-0.215,-0.170
17553,-0.220,-0.180
17554,-0.230,-0.165
17555,-0.225,-0.145
17556,-0.215,-0.150
17557,-0.205,-0.140
17558,-0.205,-0.150
17559,-0.205,-0.170
17560,-0.220,-0.145
17561,-0.220,-0.150
17562,-0.205,-0.140
17563,-0.190,-0.140
17564,-0.180,-0.140
17565,-0.165,-0.140
17566,-0.140,-0.110
17567,-0.030,-0.075
17568,0.295,0.015
17569,0.705,0.270
17570,0.720,0.605
17571,0.405,0.665
17572,0.120,0.445
17573,0.025,0.210
17574,0.055,0.080
17575,0.050,0.065
17576,0.015,0.035
17577,-0.020,0.000
17578,-0.045,-0.030
17579,-0.030,-0.015
17580,-0.020,-0.030
17581,-0.020,-0.050
17582,-0.020,-0.070
17583,-0.020,-0.095
17584,-0.045,-0.100
17585,-0.055,-0.135
17586,-0.065,-0.165
17587,-0.075,-0.195
17588,-0.100,-0.210
17589,-0.110,-0.235
17590,-0.145,-0.245
17591,-0.155,-0.235
17592,-0.190,-0.235
17593,-0.235,-0.255
17594,-0.285,-0.285
17595,-0.330,-0.315
17596,-0.375,-0.330
17597,-0.420,-0.330
17598,-0.480,-0.345
17599,-0.550,-0.375
17600,-0.620,-0.390
17601,-0.710,-0.410
17602,-0.785,-0.415
17603,-0.835,-0.420
17604,-0.875,-0.435
17605,-0.915,-0.460
17606,-0.950,-0.505
17607,-0.965,-0.545
17608,-0.980,-0.590
17609,-0.995,-0.615
17610,-0.985,-0.645
17611,-0.980,-0.660
17612,-0.970,-0.675
17613,-0.965,-0.705
17614,-0.955,-0.740
17615,-0.925,-0.765
17616,-0.890,-0.780
17617,-0.860,-0.810
17618,-0.835,-0.835
17619,-0.800,-0.875
17620,-0.765,-0.920
17621,-0.720,-0.940
17622,-0.660,-0.935
17623,-0.600,-0.915
17624,-0.555,-0.895
17625,-0.505,-0.885
17626,-0.460,-0.845
17627,-0.385,-0.785
17628,-0.340,-0.750
17629,-0.290,-0.675
17630,-0.280,-0.630
17631,-0.260,-0.575
17632,-0.250,-0.505
17633,-0.245,-0.450
17634,-0.240,-0.415
17635,-0.235,-0.395
17636,-0.215,-0.365
17637,-0.205,-0.350
17638,-0.195,-0.325
17639,-0.160,-0.300
17640,-0.150,-0.275
17641,-0.145,-0.270
17642,-0.145,-0.260
17643,-0.140,-0.260
17644,-0.160,-0.250
17645,-0.160,-0.225
17646,-0.150,-0.205
17647,-0.160,-0.185
17648,-0.145,-0.190
17649,-0.135,-0.160
17650,-0.105,-0.145
17651,-0.070,-0.110
17652,-0.070,-0.095
17653,-0.060,-0.080
17654,-0.050,-0.085
17655,-0.070,-0.100
17656,-0.065,-0.080
17657,-0.045,-0.060
17658,-0.045,-0.055
17659,-0.030,-0.060
17660,-0.025,-0.045
17661,-0.030,-0.050
17662,-0.040,-0.045
17663,-0.035,-0.035
17664,-0.040,-0.035
17665,-0.045,-0.020
17666,-0.050,-0.035
17667,-0.035,-0.030
17668,-0.010,-0.035
17669,0.015,-0.020
17670,0.020,-0.015
17671,0.015,-0.005
17672,0.005,-0.020
17673,-0.015,-0.015
17674,0.000,-0.015
17675,0.015,-0.005
17676,0.030,0.010
17677,0.015,0.025
17678,0.015,0.010
17679,0.020,0.000
17680,0.030,0.015
17681,0.040,0.035
17682,0.050,0.045
17683,0.055,0.040
17684,0.045,0.045
17685,0.050,0.040
17686,0.045,0.055
17687,0.065,0.065
17688,0.070,0.075
17689,0.065,0.085
17690,0.065,0.085
17691,0.075,0.080
17692,0.070,0.095
17693,0.080,0.115
17694,0.095,0.130
17695,0.100,0.130
17696,0.105,0.125
17697,0.105,0.125
17698,0.100,0.145
17699,0.105,0.155
17700,0.105,0.180
17701,0.095,0.195
17702,0.100,0.190
17703,0.105,0.195
17704,0.110,0.205
17705,0.125,0.210
17706,0.135,0.225
17707,0.145,0.230
17708,0.150,0.210
17709,0.155,0.220
17710,0.170,0.220
17711,0.185,0.240
17712,0.190,0.240
17713,0.195,0.240
17714,0.185,0.230
17715,0.185,0.225
17716,0.180,0.235
17717,0.200,0.235
17718,0.210,0.230
17719,0.190,0.240
17720,0.180,0.235
17721,0.170,0.210
17722,0.185,0.210
17723,0.185,0.215
17724,0.205,0.210
17725,0.185,0.210
17726,0.190,0.200
17727,0.165,0.175
17728,0.165,0.180
17729,0.160,0.160
17730,0.140,0.160
17731,0.090,0.140
17732,0.065,0.120
17733,0.045,0.090
17734,0.045,0.105
17735,0.045,0.100
17736,0.070,0.080
17737,0.040,0.060
17738,0.015,0.040
17739,0.000,0.020
17740,-0.025,0.025
17741,-0.025,0.015
17742,-0.025,0.030
17743,-0.015,0.015
17744,-0.025,-0.015
17745,-0.035,-0.040
17746,-0.040,-0.060
17747,-0.045,-0.055
17748,-0.030,-0.045
17749,-0.030,-0.045
17750,-0.040,-0.065
17751,-0.035,-0.080
17752,-0.050,-0.085
17753,-0.055,-0.085
17754,-0.065,-0.080
17755,-0.075,-0.085
17756,-0.075,-0.105
17757,-0.095,-0.115
17758,-0.085,-0.105
17759,-0.080,-0.105
17760,-0.075,-0.100
17761,-0.080,-0.120
17762,-0.080,-0.120
17763,-0.095,-0.150
17764,-0.110,-0.130
17765,-0.115,-0.125
17766,-0.110,-0.125
17767,-0.115,-0.135
17768,-0.130,-0.135
17769,-0.140,-0.135
17770,-0.140,-0.130
17771,-0.115,-0.115
17772,-0.110,-0.130
17773,-0.115,-0.125
17774,-0.115,-0.140
17775,-0.115,-0.160
17776,-0.120,-0.160
17777,-0.110,-0.155
17778,-0.105,-0.150
17779,-0.120,-0.145
17780,-0.145,-0.145
17781,-0.160,-0.145
17782,-0.160,-0.150
17783,-0.150,-0.145
17784,-0.120,-0.145
17785,-0.130,-0.150
17786,-0.135,-0.160
17787,-0.135,-0.150
17788,-0.135,-0.155
17789,-0.140,-0.145
17790,-0.125,-0.150
17791,-0.130,-0.150
17792,-0.120,-0.170
17793,-0.125,-0.175
17794,-0.145,-0.160
17795,-0.140,-0.155
17796,-0.140,-0.150
17797,-0.135,-0.160
17798,-0.135,-0.170
17799,-0.150,-0.180
17800,-0.150,-0.185
17801,-0.155,-0.170
17802,-0.160,-0.160
17803,-0.160,-0.160
17804,-0.175,-0.180
17805,-0.160,-0.195
17806,-0.155,-0.195
17807,-0.145,-0.180
17808,-0.145,-0.170
17809,-0.145,-0.180
17810,-0.125,-0.175
17811,-0.130,-0.190
17812,-0.140,-0.185
17813,-0.145,-0.185
17814,-0.145,-0.195
17815,-0.150,-0.190
17816,-0.175,-0.205
17817,-0.175,-0.190
17818,-0.150,-0.185
17819,-0.135,-0.185
17820,-0.125,-0.180
17821,-0.135,-0.185
17822,-0.150,-0.200
17823,-0.180,-0.205
17824,-0.195,-0.190
17825,-0.195,-0.180
17826,-0.195,-0.180
17827,-0.200,-0.195
17828,-0.200,-0.200
17829,-0.190,-0.210
17830,-0.175,-0.195
17831,-0.175,-0.185
17832,-0.155,-0.205
17833,-0.165,-0.195
17834,-0.175,-0.205
17835,-0.175,-0.220
17836,-0.175,-0.195
17837,-0.160,-0.200
17838,-0.165,-0.195
17839,-0.160,-0.200
17840,-0.165,-0.205
17841,-0.160,-0.200
17842,-0.160,-0.210
17843,-0.160,-0.195
17844,-0.145,-0.200
17845,-0.160,-0.195
17846,-0.160,-0.210
17847,-0.160,-0.220
17848,-0.170,-0.205
17849,-0.165,-0.185
17850,-0.155,-0.185
17851,-0.150,-0.195
17852,-0.160,-0.195
17853,-0.160,-0.215
17854,-0.160,-0.210
17855,-0.135,-0.190
17856,-0.130,-0.180
17857,-0.135,-0.180
17858,-0.140,-0.180
17859,-0.145,-0.200
17860,-0.150,-0.195
17861,-0.130,-0.175
17862,-0.110,-0.160
17863,-0.085,-0.165
17864,-0.035,-0.140
17865,0.090,-0.100
17866,0.465,0.050
17867,0.830,0.385
17868,0.770,0.710
17869,0.395,0.645
17870,0.100,0.330
17871,0.040,0.075
17872,0.055,0.025
17873,0.080,0.035
17874,0.070,0.015
17875,0.065,-0.010
17876,0.055,-0.040
17877,0.035,-0.060
17878,0.030,-0.060
17879,0.020,-0.075
17880,0.015,-0.115
17881,0.005,-0.145
17882,-0.010,-0.190
17883,-0.030,-0.215
17884,-0.055,-0.245
17885,-0.070,-0.265
17886,-0.095,-0.265
17887,-0.115,-0.285
17888,-0.145,-0.320
17889,-0.190,-0.350
17890,-0.240,-0.350
17891,-0.275,-0.365
17892,-0.305,-0.390
17893,-0.355,-0.405
17894,-0.445,-0.445
17895,-0.545,-0.465
17896,-0.645,-0.470
17897,-0.720,-0.470
17898,-0.765,-0.485
17899,-0.815,-0.500
17900,-0.875,-0.530
17901,-0.930,-0.550
17902,-0.970,-0.575
17903,-0.960,-0.575
17904,-0.950,-0.600
17905,-0.955,-0.650
17906,-0.960,-0.700
17907,-0.970,-0.740
17908,-0.960,-0.730
17909,-0.925,-0.735
17910,-0.915,-0.770
17911,-0.895,-0.795
17912,-0.865,-0.840
17913,-0.840,-0.865
17914,-0.805,-0.870
17915,-0.755,-0.890
17916,-0.680,-0.925
17917,-0.600,-0.945
17918,-0.545,-0.945
17919,-0.515,-0.925
17920,-0.470,-0.890
17921,-0.415,-0.840
17922,-0.350,-0.775
17923,-0.305,-0.740
17924,-0.265,-0.680
17925,-0.260,-0.625
17926,-0.230,-0.545
17927,-0.205,-0.485
17928,-0.195,-0.430
17929,-0.180,-0.400
17930,-0.170,-0.385
17931,-0.160,-0.370
17932,-0.160,-0.345
17933,-0.130,-0.320
17934,-0.135,-0.310
17935,-0.130,-0.295
17936,-0.125,-0.290
17937,-0.125,-0.265
17938,-0.130,-0.250
17939,-0.115,-0.220
17940,-0.080,-0.190
17941,-0.065,-0.160
17942,-0.050,-0.155
17943,-0.040,-0.135
17944,-0.040,-0.100
17945,-0.030,-0.095
17946,-0.015,-0.085
17947,-0.005,-0.085
17948,-0.005,-0.100
17949,-0.005,-0.100
17950,-0.030,-0.090
17951,-0.010,-0.065
17952,-0.005,-0.065
17953,0.000,-0.055
17954,0.000,-0.060
17955,0.000,-0.070
17956,0.015,-0.070
17957,0.020,-0.050
17958,0.030,-0.035
17959,0.035,-0.040
17960,0.040,-0.055
17961,0.030,-0.065
17962,0.035,-0.035
17963,0.035,-0.025
17964,0.055,-0.005
17965,0.065,-0.020
17966,0.060,-0.030
17967,0.055,-0.045
17968,0.060,-0.040
17969,0.065,-0.025
17970,0.070,-0.010
17971,0.075,-0.015
17972,0.070,-0.015
17973,0.065,-0.010
17974,0.070,0.000
17975,0.075,0.025
17976,0.090,0.030
17977,0.085,0.035
17978,0.090,0.015
17979,0.065,0.030
17980,0.080,0.045
17981,0.085,0.055
17982,0.110,0.070
17983,0.110,0.055
17984,0.115,0.070
17985,0.115,0.060
17986,0.110,0.075
17987,0.120,0.080
17988,0.125,0.100
17989,0.130,0.110
17990,0.115,0.105
17991,0.110,0.100
17992,0.120,0.115
17993,0.130,0.135
17994,0.155,0.135
17995,0.160,0.135
17996,0.160,0.130
17997,0.145,0.130
17998,0.150,0.145
17999,0.160,0.160
18000,0.175,0.160
18001,0.170,0.165
18002,0.175,0.160
18003,0.175,0.170
18004,0.170,0.165
18005,0.180,0.165
18006,0.185,0.175
18007,0.180,0.190
18008,0.170,0.170
18009,0.150,0.165
18010,0.145,0.145
18011,0.135,0.160
18012,0.145,0.170
18013,0.150,0.165
18014,0.115,0.145
18015,0.120,0.130
18016,0.115,0.140
18017,0.120,0.150
18018,0.125,0.140
18019,0.100,0.140
18020,0.095,0.115
18021,0.070,0.095
18022,0.065,0.095
18023,0.060,0.095
18024,0.055,0.085
18025,0.050,0.075
18026,0.035,0.060
18027,0.025,0.035
18028,0.010,0.035
18029,0.015,0.045
18030,0.010,0.040
18031,0.020,0.040
18032,-0.005,0.030
18033,-0.015,0.015
18034,-0.020,-0.005
18035,0.000,-0.020
18036,0.000,-0.020
18037,-0.005,-0.035
18038,-0.020,-0.065
18039,-0.030,-0.055
18040,-0.055,-0.065
18041,-0.055,-0.060
18042,-0.050,-0.060
18043,-0.050,-0.060
18044,-0.055,-0.070
18045,-0.060,-0.075
18046,-0.060,-0.080
18047,-0.050,-0.065
18048,-0.045,-0.065
18049,-0.050,-0.075
18050,-0.060,-0.080
18051,-0.080,-0.090
18052,-0.075,-0.080
18053,-0.080,-0.070
18054,-0.070,-0.070
18055,-0.090,-0.080
18056,-0.080,-0.080
18057,-0.095,-0.085
18058,-0.115,-0.075
18059,-0.105,-0.070
18060,-0.095,-0.065
18061,-0.100,-0.065
18062,-0.105,-0.085
18063,-0.115,-0.085
18064,-0.125,-0.090
18065,-0.120,-0.080
18066,-0.105,-0.085
18067,-0.100,-0.090
18068,-0.105,-0.110
18069,-0.125,-0.130
18070,-0.125,-0.125
18071,-0.105,-0.105
18072,-0.100,-0.100
18073,-0.105,-0.110
18074,-0.100,-0.115
18075,-0.100,-0.120
18076,-0.095,-0.120
18077,-0.085,-0.120
18078,-0.080,-0.120
18079,-0.085,-0.125
18080,-0.090,-0.125
18081,-0.095,-0.145
18082,-0.090,-0.135
18083,-0.085,-0.120
18084,-0.065,-0.115
18085,-0.070,-0.115
18086,-0.080,-0.135
18087,-0.080,-0.120
18088,-0.085,-0.115
18089,-0.055,-0.105
18090,-0.045,-0.105
18091,-0.055,-0.115
18092,-0.080,-0.120
18093,-0.105,-0.135
18094,-0.115,-0.125
18095,-0.115,-0.120
18096,-0.110,-0.110
18097,-0.125,-0.120
18098,-0.120,-0.135
18099,-0.130,-0.140
18100,-0.135,-0.140
18101,-0.125,-0.145
18102,-0.130,-0.140
18103,-0.135,-0.145
18104,-0.160,-0.160
18105,-0.160,-0.165
18106,-0.175,-0.160
18107,-0.165,-0.140
18108,-0.165,-0.145
18109,-0.170,-0.145
18110,-0.165,-0.165
18111,-0.185,-0.175
18112,-0.180,-0.175
18113,-0.180,-0.170
18114,-0.185,-0.170
18115,-0.195,-0.170
18116,-0.185,-0.160
18117,-0.200,-0.180
18118,-0.185,-0.170
18119,-0.175,-0.160
18120,-0.165,-0.160
18121,-0.155,-0.160
18122,-0.155,-0.155
18123,-0.180,-0.165
18124,-0.180,-0.150
18125,-0.175,-0.150
18126,-0.175,-0.150
18127,-0.185,-0.160
18128,-0.170,-0.165
18129,-0.180,-0.170
18130,-0.190,-0.170
18131,-0.180,-0.160
18132,-0.180,-0.145
18133,-0.180,-0.150
18134,-0.180,-0.160
18135,-0.185,-0.155
18136,-0.175,-0.150
18137,-0.160,-0.145
18138,-0.145,-0.140
18139,-0.150,-0.145
18140,-0.140,-0.160
18141,-0.150,-0.165
18142,-0.160,-0.140
18143,-0.140,-0.130
18144,-0.125,-0.130
18145,-0.120,-0.145
18146,-0.135,-0.135
18147,-0.145,-0.155
18148,-0.155,-0.145
18149,-0.130,-0.125
18150,-0.100,-0.110
18151,-0.080,-0.115
18152,-0.040,-0.095
18153,0.090,-0.045
18154,0.455,0.090
18155,0.855,0.410
18156,0.795,0.755
18157,0.430,0.740
18158,0.185,0.465
18159,0.185,0.245
18160,0.270,0.180
18161,0.360,0.200
18162,0.410,0.210
18163,0.460,0.215
18164,0.510,0.215
18165,0.590,0.210
18166,0.720,0.210
18167,0.890,0.215
18168,1.050,0.215
18169,1.190,0.205
18170,1.275,0.205
18171,1.285,0.185
18172,1.200,0.115
18173,1.030,0.000
18174,0.825,-0.160
18175,0.615,-0.320
18176,0.430,-0.455
18177,0.265,-0.525
18178,0.105,-0.540
18179,-0.055,-0.530
18180,-0.185,-0.500
18181,-0.275,-0.475
18182,-0.325,-0.425
18183,-0.345,-0.385
18184,-0.350,-0.315
18185,-0.335,-0.270
18186,-0.315,-0.215
18187,-0.295,-0.210
18188,-0.295,-0.195
18189,-0.285,-0.200
18190,-0.285,-0.200
18191,-0.280,-0.180
18192,-0.280,-0.175
18193,-0.275,-0.180
18194,-0.285,-0.195
18195,-0.295,-0.215
18196,-0.295,-0.190
18197,-0.295,-0.180
18198,-0.290,-0.175
18199,-0.295,-0.170
18200,-0.305,-0.190
18201,-0.320,-0.195
18202,-0.330,-0.190
18203,-0.310,-0.180
18204,-0.320,-0.190
18205,-0.310,-0.175
18206,-0.325,-0.205
18207,-0.335,-0.210
18208,-0.335,-0.205
18209,-0.345,-0.190
18210,-0.340,-0.185
18211,-0.350,-0.195
18212,-0.355,-0.210
18213,-0.365,-0.210
18214,-0.375,-0.195
18215,-0.360,-0.190
18216,-0.345,-0.195
18217,-0.335,-0.200
18218,-0.355,-0.210
18219,-0.365,-0.210
18220,-0.380,-0.220
18221,-0.380,-0.210
18222,-0.380,-0.220
18223,-0.390,-0.215
18224,-0.395,-0.230
18225,-0.400,-0.245
18226,-0.400,-0.240
18227,-0.385,-0.225
18228,-0.380,-0.235
18229,-0.365,-0.220
18230,-0.370,-0.220
18231,-0.380,-0.235
18232,-0.395,-0.250
18233,-0.390,-0.240
18234,-0.380,-0.230
18235,-0.380,-0.250
18236,-0.400,-0.255
18237,-0.405,-0.255
18238,-0.415,-0.250
18239,-0.410,-0.225
18240,-0.405,-0.225
18241,-0.420,-0.230
18242,-0.425,-0.245
18243,-0.440,-0.260
18244,-0.420,-0.240
18245,-0.410,-0.240
18246,-0.415,-0.240
18247,-0.420,-0.250
18248,-0.420,-0.255
18249,-0.420,-0.255
18250,-0.430,-0.255
18251,-0.420,-0.250
18252,-0.410,-0.245
18253,-0.405,-0.255
18254,-0.425,-0.270
18255,-0.430,-0.265
18256,-0.420,-0.265
18257,-0.410,-0.245
18258,-0.405,-0.245
18259,-0.405,-0.250
18260,-0.400,-0.255
18261,-0.410,-0.250
18262,-0.405,-0.235
18263,-0.390,-0.230
18264,-0.370,-0.220
18265,-0.375,-0.225
18266,-0.365,-0.235
18267,-0.370,-0.245
18268,-0.370,-0.220
18269,-0.350,-0.210
18270,-0.340,-0.195
18271,-0.320,-0.195
18272,-0.325,-0.190
18273,-0.325,-0.205
18274,-0.320,-0.185
18275,-0.305,-0.165
18276,-0.285,-0.155
18277,-0.265,-0.165
18278,-0.250,-0.150
18279,-0.255,-0.145
18280,-0.245,-0.140
18281,-0.215,-0.115
18282,-0.215,-0.110
18283,-0.205,-0.115
18284,-0.195,-0.120
18285,-0.200,-0.120
18286,-0.190,-0.100
18287,-0.170,-0.095
18288,-0.165,-0.085
18289,-0.170,-0.095
18290,-0.155,-0.095
18291,-0.165,-0.100
18292,-0.170,-0.085
18293,-0.170,-0.065
18294,-0.155,-0.055
18295,-0.160,-0.050
18296,-0.155,-0.055
18297,-0.155,-0.070
18298,-0.160,-0.075
18299,-0.140,-0.060
18300,-0.115,-0.045
18301,-0.120,-0.055
18302,-0.135,-0.075
18303,-0.145,-0.085
18304,-0.150,-0.070
18305,-0.145,-0.070
18306,-0.135,-0.060
18307,-0.135,-0.065
18308,-0.130,-0.070
18309,-0.135,-0.070
18310,-0.140,-0.085
18311,-0.130,-0.060
18312,-0.125,-0.075
18313,-0.130,-0.065
18314,-0.135,-0.075
18315,-0.140,-0.095
18316,-0.145,-0.085
18317,-0.135,-0.090
18318,-0.130,-0.085
18319,-0.135,-0.090
18320,-0.140,-0.095
18321,-0.140,-0.100
18322,-0.155,-0.090
18323,-0.155,-0.080
18324,-0.135,-0.065
18325,-0.150,-0.075
18326,-0.160,-0.085
18327,-0.160,-0.095
18328,-0.160,-0.090
18329,-0.155,-0.070
18330,-0.135,-0.080
18331,-0.130,-0.080
18332,-0.130,-0.095
18333,-0.145,-0.095
18334,-0.145,-0.085
18335,-0.140,-0.080
18336,-0.130,-0.065
18337,-0.140,-0.070
18338,-0.145,-0.085
18339,-0.145,-0.075
18340,-0.160,-0.075
18341,-0.160,-0.065
18342,-0.165,-0.075
18343,-0.160,-0.080
18344,-0.155,-0.085
18345,-0.155,-0.090
18346,-0.140,-0.080
18347,-0.135,-0.080
18348,-0.105,-0.060
18349,-0.110,-0.070
18350,-0.125,-0.070
18351,-0.135,-0.080
18352,-0.145,-0.080
18353,-0.135,-0.070
18354,-0.125,-0.075
18355,-0.130,-0.060
18356,-0.135,-0.080
18357,-0.145,-0.095
18358,-0.150,-0.075
18359,-0.130,-0.075
18360,-0.125,-0.065
18361,-0.130,-0.060
18362,-0.135,-0.065
18363,-0.135,-0.095
18364,-0.125,-0.080
18365,-0.110,-0.065
18366,-0.105,-0.065
18367,-0.110,-0.060
18368,-0.120,-0.085
18369,-0.120,-0.095
18370,-0.150,-0.080
18371,-0.130,-0.070
18372,-0.120,-0.075
18373,-0.125,-0.075
18374,-0.130,-0.090
18375,-0.130,-0.100
18376,-0.145,-0.095
18377,-0.125,-0.095
18378,-0.105,-0.080
18379,-0.105,-0.075
18380,-0.130,-0.085
18381,-0.125,-0.105
18382,-0.130,-0.095
18383,-0.125,-0.080
18384,-0.120,-0.100
18385,-0.140,-0.090
18386,-0.125,-0.100
18387,-0.145,-0.090
18388,-0.150,-0.055
18389,-0.140,-0.040
18390,-0.125,-0.040
18391,-0.130,-0.060
18392,-0.130,-0.075
18393,-0.130,-0.080
18394,-0.140,-0.080
18395,-0.130,-0.060
18396,-0.135,-0.055
18397,-0.135,-0.065
18398,-0.140,-0.065
18399,-0.145,-0.070
18400,-0.155,-0.070
18401,-0.140,-0.065
18402,-0.135,-0.055
18403,-0.140,-0.075
18404,-0.130,-0.095
18405,-0.120,-0.105
18406,-0.125,-0.085
18407,-0.105,-0.080
18408,-0.085,-0.080
18409,-0.080,-0.080
18410,-0.100,-0.105
18411,-0.090,-0.105
18412,-0.095,-0.085
18413,-0.080,-0.085
18414,-0.060,-0.080
18415,-0.045,-0.085
18416,-0.030,-0.090
18417,-0.025,-0.100
18418,-0.025,-0.100
18419,-0.030,-0.085
18420,-0.020,-0.075
18421,-0.030,-0.075
18422,-0.050,-0.080
18423,-0.060,-0.090
18424,-0.060,-0.075
18425,-0.070,-0.075
18426,-0.070,-0.090
18427,-0.075,-0.090
18428,-0.085,-0.110
18429,-0.095,-0.100
18430,-0.100,-0.100
18431,-0.090,-0.080
18432,-0.085,-0.075
18433,-0.080,-0.085
18434,-0.075,-0.105
18435,-0.080,-0.100
18436,-0.095,-0.095
18437,-0.080,-0.075
18438,-0.065,-0.070
18439,-0.055,-0.065
18440,-0.035,-0.080
18441,0.010,-0.075
18442,0.185,-0.025
18443,0.625,0.135
18444,0.910,0.500
18445,0.660,0.715
18446,0.275,0.525
18447,0.085,0.250
18448,0.100,0.105
18449,0.150,0.100
18450,0.160,0.090
18451,0.125,0.075
18452,0.105,0.040
18453,0.090,0.015
18454,0.095,0.025
18455,0.100,0.015
18456,0.105,0.010
18457,0.105,-0.025
18458,0.090,-0.050
18459,0.080,-0.090
18460,0.065,-0.090
18461,0.065,-0.085
18462,0.060,-0.080
18463,0.040,-0.095
18464,0.005,-0.120
18465,-0.045,-0.140
18466,-0.095,-0.130
18467,-0.135,-0.140
18468,-0.175,-0.160
18469,-0.250,-0.155
18470,-0.300,-0.175
18471,-0.335,-0.170
18472,-0.340,-0.190
18473,-0.335,-0.190
18474,-0.350,-0.195
18475,-0.395,-0.190
18476,-0.435,-0.195
18477,-0.455,-0.215
18478,-0.430,-0.200
18479,-0.380,-0.190
18480,-0.315,-0.170
18481,-0.250,-0.170
18482,-0.185,-0.140
18483,-0.100,-0.120
18484,-0.060,-0.120
18485,-0.065,-0.155
18486,-0.105,-0.260
18487,-0.165,-0.360
18488,-0.220,-0.425
18489,-0.280,-0.485
18490,-0.305,-0.475
18491,-0.315,-0.475
18492,-0.315,-0.465
18493,-0.315,-0.440
18494,-0.295,-0.405
18495,-0.255,-0.360
18496,-0.215,-0.305
18497,-0.175,-0.260
18498,-0.155,-0.205
18499,-0.145,-0.175
18500,-0.150,-0.160
18501,-0.140,-0.140
18502,-0.135,-0.115
18503,-0.135,-0.095
18504,-0.115,-0.100
18505,-0.100,-0.090
18506,-0.100,-0.105
18507,-0.095,-0.100
18508,-0.105,-0.090
18509,-0.080,-0.080
18510,-0.065,-0.090
18511,-0.055,-0.085
18512,-0.045,-0.090
18513,-0.030,-0.100
18514,-0.055,-0.090
18515,-0.030,-0.080
18516,-0.040,-0.080
18517,-0.045,-0.090
18518,-0.035,-0.115
18519,-0.035,-0.115
18520,-0.045,-0.105
18521,-0.035,-0.095
18522,-0.015,-0.095
18523,-0.025,-0.090
18524,-0.020,-0.095
18525,-0.020,-0.095
18526,-0.030,-0.095
18527,-0.010,-0.105
18528,0.010,-0.080
18529,-0.005,-0.085
18530,-0.005,-0.095
18531,-0.010,-0.100
18532,-0.015,-0.105
18533,-0.005,-0.090
18534,0.000,-0.090
18535,0.000,-0.080
18536,0.010,-0.100
18537,0.010,-0.110
18538,0.000,-0.095
18539,0.035,-0.080
18540,0.045,-0.070
18541,0.040,-0.080
18542,0.050,-0.090
18543,0.045,-0.095
18544,0.035,-0.095
18545,0.055,-0.080
18546,0.060,-0.085
18547,0.050,-0.090
18548,0.040,-0.105
18549,0.045,-0.100
18550,0.035,-0.100
18551,0.040,-0.085
18552,0.040,-0.060
18553,0.060,-0.055
18554,0.050,-0.045
18555,0.055,-0.065
18556,0.065,-0.045
18557,0.075,-0.030
18558,0.080,-0.025
18559,0.080,-0.040
18560,0.075,-0.050
18561,0.060,-0.055
18562,0.075,-0.045
18563,0.075,-0.035
18564,0.110,-0.040
18565,0.105,-0.035
18566,0.100,-0.060
18567,0.100,-0.055
18568,0.095,-0.040
18569,0.095,-0.015
18570,0.120,-0.015
18571,0.115,-0.010
18572,0.105,-0.020
18573,0.105,-0.035
18574,0.085,-0.015
18575,0.095,0.005
18576,0.110,0.005
18577,0.115,0.010
18578,0.115,-0.005
18579,0.100,-0.015
18580,0.095,-0.015
18581,0.115,0.010
18582,0.110,0.010
18583,0.115,0.005
18584,0.110,-0.005
18585,0.095,-0.010
18586,0.080,0.005
18587,0.085,0.005
18588,0.090,0.005
18589,0.075,0.010
18590,0.085,0.005
18591,0.065,0.005
18592,0.060,-0.005
18593,0.045,0.000
18594,0.045,-0.025
18595,0.040,-0.020
18596,0.015,-0.035
18597,0.010,-0.040
18598,-0.005,-0.010
18599,0.000,-0.010
18600,0.005,-0.015
18601,-0.010,-0.020
18602,-0.025,-0.035
18603,-0.015,-0.035
18604,-0.030,-0.030
18605,-0.020,-0.025
18606,-0.015,-0.010
18607,-0.025,-0.035
18608,-0.030,-0.055
18609,-0.025,-0.055
18610,-0.040,-0.050
18611,-0.040,-0.045
18612,-0.035,-0.040
18613,-0.065,-0.045
18614,-0.080,-0.060
18615,-0.080,-0.060
18616,-0.080,-0.055
18617,-0.080,-0.050
18618,-0.060,-0.050
18619,-0.060,-0.045
18620,-0.080,-0.060
18621,-0.085,-0.075
18622,-0.090,-0.080
18623,-0.075,-0.050
18624,-0.070,-0.070
18625,-0.065,-0.075
